award_id,award_name,winner_id,is_player,is_team
804,Maryanna Gotecliffe,507,false,true
805,Alasdair Feather,778,true,false
806,Yvette De Beauchemp,977,true,false
807,Rufe Gyles,437,false,true
808,Cinderella Atteridge,584,false,true
809,Donalt Samudio,836,true,false
810,Shari Mawditt,678,true,false
811,Vyky Beckhouse,728,false,true
812,Maxwell Sara,149,true,false
813,Sharleen Ottewell,796,true,false
814,Kerby Bemlott,453,true,false
815,Web Pollendine,744,false,true
816,Esmeralda Thornthwaite,622,true,false
817,Sile Aubrun,675,false,true
818,Tedda Lysaght,9,false,true
819,Ennis Wakeling,361,true,false
820,Orbadiah Cowlishaw,589,false,true
821,Anselma Claige,801,false,true
822,Gian Bucham,36,true,false
823,Talyah Cammiemile,797,false,true
824,Saundra Desvignes,461,true,false
825,Gwynne Morat,745,true,false
826,Danny Berthot,740,false,true
827,Cullin Crosher,86,false,true
828,Ginni Tonkin,386,true,false
829,Maye Zammett,802,true,false
830,Abbe Breese,964,true,false
831,Ase Munro,361,false,true
832,Mitzi Rosenblum,826,true,false
833,Bari Coult,936,true,false
834,Peadar Phillip,798,false,true
835,Veronica Flucks,380,false,true
836,Elston Strase,676,true,false
837,Irvine Dorken,851,true,false
838,Blancha Rotter,104,false,true
839,Genevieve Pauluzzi,648,false,true
840,Vic Chopping,858,true,false
841,Gene Durdan,844,false,true
842,Byrann Barney,499,true,false
843,Iver Trengrouse,100,true,false
844,Welch Yegorovnin,498,true,false
845,Ignacio Smallpeace,403,true,false
846,Claudelle Goodread,493,false,true
847,Danell Jennrich,475,true,false
848,Babb Barthod,187,false,true
849,Faythe Blakeway,842,false,true
850,Beatrix Fairhurst,3,true,false
851,Mitch Rignall,770,false,true
852,Auberon Hankins,894,true,false
853,Sosanna Robbie,536,false,true
854,Luelle Romke,478,true,false
855,Lancelot Rosenberger,194,true,false
856,Penrod Berston,37,true,false
857,Rowney Naire,455,true,false
858,Tamera Sandercroft,937,false,true
859,Mason Voas,266,false,true
860,Melosa Grunbaum,636,true,false
861,Mehetabel Arnould,662,true,false
862,Jozef Carpmile,109,false,true
863,Fred Gagan,284,false,true
864,Claudianus Rapp,876,false,true
865,Amelina Terris,544,false,true
866,Leigh Sibylla,795,false,true
867,Dyanne Brodway,7,true,false
868,Liv Dockerty,399,false,true
869,Cale Steabler,297,true,false
870,Neile Ellard,706,true,false
871,Laney Dingle,849,false,true
872,Rudie Verrico,574,true,false
873,Giana Rainger,162,true,false
874,Forrest Bandt,57,false,true
875,Elenore Kensington,662,true,false
876,Baxter Rudolph,253,true,false
877,Chev Gallafant,898,true,false
878,Edgar Cromly,547,true,false
879,Joscelin Delooze,648,false,true
880,Faunie McGilleghole,814,false,true
881,Emalia Markwick,457,false,true
882,Danice Tetley,144,false,true
883,Natty Caplis,131,true,false
884,Torre Keeble,895,false,true
885,Robb Hadlow,179,true,false
886,Georgina Janssens,782,true,false
887,Charita Surfleet,150,false,true
888,Willie Heenan,533,true,false
889,Chrissy Hyslop,291,true,false
890,Lothaire Bibbie,175,true,false
891,Denys Simpkins,898,false,true
892,Rakel Dickinson,185,true,false
893,Hadria Daburn,32,false,true
894,Blondie Ainslie,405,true,false
895,Clemence Spelling,43,false,true
896,Hebert Hulance,114,true,false
897,Anne Reddecliffe,360,false,true
898,Nels Cassy,616,false,true
899,Wally Horsburgh,624,false,true
900,Floria Acreman,882,false,true
901,Sergio Rowaszkiewicz,139,false,true
902,Quincey Bittleson,253,true,false
903,Billie Kerrigan,125,false,true
904,Lillian McKea,852,false,true
905,Ulrike Tilsley,64,true,false
906,Joline Hinchon,222,false,true
907,Tanner Spini,192,false,true
908,Mic Shepherdson,697,false,true
909,Dasha Fagge,422,true,false
910,Gladys Cossington,346,true,false
911,Sully Pendred,255,false,true
912,Creigh Carvill,649,false,true
913,Davida Borris,291,true,false
914,Katalin Llorens,491,true,false
915,Marguerite Elsay,3,true,false
916,Lolly Spurden,209,true,false
917,Rafaellle Tenniswood,766,false,true
918,Lucias Marczyk,84,false,true
919,Tadeo Gaishson,404,false,true
920,Bondy Clipson,28,false,true
921,Carin Vasentsov,793,false,true
922,Arielle Mousby,51,true,false
923,Malinde Jansens,463,true,false
924,Jeramey Launder,258,false,true
925,Rolland Whelan,965,true,false
926,Agna Fradgley,918,true,false
927,Trevar Trevance,673,true,false
928,Efren Williamson,418,true,false
929,Lenard Girvan,873,false,true
930,Holden Puve,714,true,false
931,Nanci Barkaway,197,true,false
932,Doroteya McGreary,568,true,false
933,Pebrook McCraw,26,false,true
934,Rosene Boatswain,541,true,false
935,Norri Pashen,937,false,true
936,Alie Collie,805,true,false
937,Bryce Schuchmacher,88,true,false
938,Stephie Gandrich,791,false,true
939,Salim Klimko,204,false,true
940,Gabe Speke,512,true,false
941,Philomena Doyle,877,true,false
942,Ogden Thornton-Dewhirst,287,true,false
943,Buddy Clementel,178,false,true
944,Katheryn MacDougal,878,false,true
945,Dall McCree,957,true,false
946,Cathrin Hallybone,726,true,false
947,Phip Dumpleton,487,true,false
948,Ursulina Wiggins,356,false,true
949,Edan Dalinder,555,false,true
950,Chrisse Lohoar,454,true,false
951,Kathryne Aseef,284,false,true
952,Fidela Ingrem,634,true,false
953,Rowney Assad,685,true,false
954,Tobin Capron,271,true,false
955,Linn Martine,580,true,false
956,Thacher Poutress,834,false,true
957,Hallie Serman,554,true,false
958,Jewelle Kervin,639,false,true
959,Phillida Thirtle,879,false,true
960,Emma Pow,935,true,false
961,Tera Kinnon,209,true,false
962,Jasen Grosier,679,false,true
963,Stacee Craske,810,true,false
964,Ileane Cantillon,128,false,true
965,Tracy Mance,747,true,false
966,Dalston Smallsman,245,true,false
967,Selena Zimmermanns,204,true,false
968,Maximilien Roderham,489,false,true
969,Herculie Goeff,244,true,false
970,Lyman Pearne,92,false,true
971,Mirabel Keenleyside,400,true,false
972,Grete Bolsover,460,false,true
973,Cesaro Steers,302,false,true
974,Julissa Connerry,17,false,true
975,Hunter Faulkner,416,false,true
976,Florie Swynley,385,false,true
977,Correna Noli,322,true,false
978,Celinda Bevis,324,true,false
979,Claudio Rawdales,946,true,false
980,Ibrahim Astles,59,false,true
981,Madelina Mahaddie,671,true,false
982,Deina Krates,992,false,true
983,Edyth Maudson,653,false,true
984,Lari Turpie,666,false,true
985,Charlot Scottesmoor,351,true,false
986,Peyton McElree,7,false,true
987,Loella Schapero,918,true,false
988,Hildagarde Braunroth,992,true,false
989,Baudoin Reboul,648,false,true
990,Rollie Panks,428,true,false
991,Andriette Carah,359,true,false
992,Martita Newdick,667,true,false
993,Fielding Found,193,true,false
994,Bartlett McQuorkel,763,false,true
995,Virgilio Buckel,558,true,false
996,Cheri Webbe,179,false,true
997,Leicester Staddon,63,false,true
998,Vivian Biggs,642,false,true
999,Gilli Dwire,896,false,true
1000,Inger Scothern,799,false,true
