gameTeamStatsID,gameID,teamID,score,rebounds,assists,blocks,steals,duration,isWin
9213,4607,406,115,42,20,4,10,48,1
9214,4607,84,97,33,20,3,14,48,0
9215,4608,451,90,46,16,3,12,48,0
9216,4608,346,93,35,20,3,14,48,1
9217,4609,64,111,32,28,2,6,48,1
9218,4609,43,80,44,22,6,14,48,0
9219,4610,2,99,39,25,3,13,48,1
9220,4610,121,86,40,19,2,13,48,0
9221,4611,48,118,39,18,8,5,48,1
9222,4611,27,112,34,23,6,15,48,0
9223,4612,314,84,45,27,7,7,48,0
9224,4612,454,114,33,29,8,10,48,1
9225,4613,476,80,30,24,4,9,48,0
9226,4613,204,116,30,15,5,13,48,1
9227,4614,9,113,35,28,7,9,48,0
9228,4614,4,114,50,27,7,5,48,1
9229,4615,106,86,45,22,6,11,48,0
9230,4615,184,115,50,23,2,13,48,1
9231,4616,454,96,42,26,3,10,48,1
9232,4616,51,78,40,17,3,7,48,0
9233,4617,152,108,35,20,6,5,48,1
9234,4617,429,83,32,25,2,8,48,0
9235,4618,285,81,34,18,7,10,48,1
9236,4618,492,72,37,22,3,6,48,0
9237,4619,79,103,47,18,6,13,48,0
9238,4619,332,105,45,15,5,11,48,1
9239,4620,385,73,40,22,5,13,48,0
9240,4620,238,73,38,25,5,11,48,1
9241,4621,83,115,32,22,4,5,48,1
9242,4621,287,111,30,19,7,7,48,0
9243,4622,225,88,39,22,8,6,48,0
9244,4622,188,90,45,25,8,12,48,1
9245,4623,70,86,36,24,3,14,48,1
9246,4623,120,70,48,24,2,5,48,0
9247,4624,493,119,46,15,2,12,48,0
9248,4624,457,120,49,29,4,5,48,1
9249,4625,354,111,49,18,3,7,48,0
9250,4625,45,120,35,20,3,15,48,1
9251,4626,364,103,32,17,5,8,48,1
9252,4626,385,99,38,21,2,5,48,0
9253,4627,173,96,46,18,4,11,48,0
9254,4627,378,102,49,21,5,7,48,1
9255,4628,185,91,35,19,4,6,48,1
9256,4628,289,71,36,19,8,14,48,0
9257,4629,387,89,47,18,2,6,48,1
9258,4629,197,71,40,28,7,6,48,0
9259,4630,175,120,44,22,7,7,48,1
9260,4630,250,82,41,27,6,10,48,0
9261,4631,427,93,38,21,7,15,48,0
9262,4631,459,111,30,19,5,12,48,1
9263,4632,18,90,46,22,6,6,48,0
9264,4632,482,109,48,29,6,6,48,1
9265,4633,202,77,30,30,3,11,48,0
9266,4633,450,93,44,17,8,6,48,1
9267,4634,310,101,44,16,3,13,48,1
9268,4634,378,92,47,25,2,9,48,0
9269,4635,60,99,46,21,8,5,48,0
9270,4635,266,120,39,23,8,8,48,1
9271,4636,381,73,36,30,7,6,48,0
9272,4636,93,93,37,20,2,10,48,1
9273,4637,278,98,33,25,6,7,48,1
9274,4637,365,84,36,29,8,12,48,0
9275,4638,64,119,40,28,3,12,48,1
9276,4638,130,73,46,21,2,12,48,0
9277,4639,391,115,40,27,3,7,48,1
9278,4639,169,111,33,19,5,14,48,0
9279,4640,23,101,43,22,5,14,48,1
9280,4640,254,90,42,28,2,6,48,0
9281,4641,208,87,47,19,4,15,48,1
9282,4641,71,76,41,23,2,15,48,0
9283,4642,1,114,49,29,2,11,48,1
9284,4642,388,71,44,18,7,15,48,0
9285,4643,105,97,37,30,6,15,48,1
9286,4643,127,82,33,22,8,13,48,0
9287,4644,321,82,49,25,5,13,48,1
9288,4644,169,77,46,24,6,7,48,0
9289,4645,245,101,49,21,6,6,48,0
9290,4645,307,118,41,19,7,14,48,1
9291,4646,336,109,33,30,2,8,48,1
9292,4646,221,108,31,16,7,10,48,0
9293,4647,275,74,34,26,4,11,48,0
9294,4647,267,86,32,20,7,15,48,1
9295,4648,344,107,45,27,3,13,48,1
9296,4648,415,74,33,25,2,5,48,0
9297,4649,458,79,37,20,3,12,48,0
9298,4649,477,91,36,29,2,11,48,1
9299,4650,200,96,45,17,2,7,48,1
9300,4650,134,95,36,26,4,11,48,0
9301,4651,9,103,43,16,5,5,48,1
9302,4651,141,90,37,27,6,6,48,0
9303,4652,237,97,36,28,4,9,48,0
9304,4652,269,112,44,21,6,12,48,1
9305,4653,405,96,41,16,5,10,48,0
9306,4653,150,109,42,15,4,6,48,1
9307,4654,73,89,32,21,6,13,48,1
9308,4654,344,87,30,25,4,11,48,0
9309,4655,479,118,39,19,4,12,48,1
9310,4655,383,102,49,24,4,10,48,0
9311,4656,325,101,47,28,8,9,48,0
9312,4656,461,114,32,26,4,10,48,1
9313,4657,244,101,34,30,8,13,48,1
9314,4657,478,83,37,18,8,8,48,0
9315,4658,439,111,34,27,8,11,48,1
9316,4658,420,99,38,27,5,12,48,0
9317,4659,472,119,46,24,2,12,48,1
9318,4659,494,96,44,22,6,12,48,0
9319,4660,213,100,41,19,4,13,48,0
9320,4660,202,107,40,17,2,13,48,1
9321,4661,187,72,41,21,8,5,48,0
9322,4661,435,99,45,19,4,6,48,1
9323,4662,57,94,32,23,3,9,48,1
9324,4662,225,72,46,28,7,12,48,0
9325,4663,324,108,31,20,4,7,48,1
9326,4663,119,98,35,20,6,14,48,0
9327,4664,254,99,47,28,7,12,48,1
9328,4664,7,89,32,19,8,12,48,0
9329,4665,154,100,36,24,7,11,48,1
9330,4665,190,96,46,17,7,15,48,0
9331,4666,64,101,36,15,3,7,48,0
9332,4666,260,104,44,17,5,5,48,1
9333,4667,391,107,40,17,3,10,48,1
9334,4667,244,92,41,15,6,14,48,0
9335,4668,17,97,38,16,7,15,48,1
9336,4668,207,84,36,25,6,9,48,0
9337,4669,374,116,45,26,2,9,48,1
9338,4669,248,111,34,28,7,12,48,0
9339,4670,230,82,37,28,7,9,48,1
9340,4670,57,74,33,25,2,7,48,0
9341,4671,213,87,40,16,7,11,48,1
9342,4671,407,81,47,22,5,11,48,0
9343,4672,62,94,33,26,8,11,48,0
9344,4672,28,113,39,17,3,5,48,1
9345,4673,353,105,47,27,8,14,48,0
9346,4673,321,107,48,23,8,14,48,1
9347,4674,140,93,45,20,8,10,48,1
9348,4674,119,84,42,27,5,8,48,0
9349,4675,168,108,30,18,7,13,48,0
9350,4675,269,119,50,16,3,15,48,1
9351,4676,313,96,34,21,3,8,48,1
9352,4676,452,84,44,24,3,7,48,0
9353,4677,225,111,40,16,2,14,48,1
9354,4677,223,77,44,23,4,12,48,0
9355,4678,430,107,49,24,2,7,48,0
9356,4678,373,113,35,15,6,7,48,1
9357,4679,455,79,43,16,8,10,48,0
9358,4679,371,80,47,15,3,5,48,1
9359,4680,492,76,43,15,7,6,48,0
9360,4680,376,109,48,29,2,7,48,1
9361,4681,207,104,35,27,5,13,48,1
9362,4681,307,79,45,25,3,14,48,0
9363,4682,36,79,36,19,6,6,48,0
9364,4682,46,100,33,27,2,15,48,1
9365,4683,250,73,31,20,4,12,48,0
9366,4683,8,113,50,23,4,13,48,1
9367,4684,262,99,36,21,8,8,48,1
9368,4684,478,82,42,15,3,6,48,0
9369,4685,394,98,34,30,4,12,48,1
9370,4685,471,71,48,22,8,7,48,0
9371,4686,299,83,31,19,4,8,48,0
9372,4686,75,85,36,18,5,15,48,1
9373,4687,378,105,38,24,3,9,48,1
9374,4687,38,92,32,20,5,10,48,0
9375,4688,288,117,47,28,6,15,48,1
9376,4688,193,80,36,23,3,14,48,0
9377,4689,171,111,47,19,7,6,48,1
9378,4689,132,95,31,26,5,14,48,0
9379,4690,497,76,41,22,7,10,48,0
9380,4690,374,108,50,28,7,6,48,1
9381,4691,70,97,38,18,8,12,48,1
9382,4691,73,92,31,16,2,11,48,0
9383,4692,385,101,41,21,6,13,48,1
9384,4692,340,71,41,15,6,12,48,0
9385,4693,249,105,35,28,3,6,48,1
9386,4693,136,89,31,24,4,14,48,0
9387,4694,145,84,41,20,6,12,48,0
9388,4694,199,90,41,25,2,10,48,1
9389,4695,41,100,33,22,3,6,48,1
9390,4695,303,91,45,16,8,10,48,0
9391,4696,492,73,35,19,8,15,48,0
9392,4696,348,92,45,16,2,14,48,1
9393,4697,295,70,48,29,3,12,48,0
9394,4697,245,96,46,27,5,7,48,1
9395,4698,109,76,35,20,7,9,48,0
9396,4698,449,110,36,23,5,8,48,1
9397,4699,445,76,33,27,6,6,48,0
9398,4699,256,82,34,18,2,14,48,1
9399,4700,126,75,38,30,2,8,48,0
9400,4700,88,106,38,21,8,6,48,1
9401,4701,217,75,42,22,2,6,48,0
9402,4701,153,112,47,30,2,15,48,1
9403,4702,112,116,42,15,8,6,48,1
9404,4702,181,95,33,20,4,6,48,0
9405,4703,115,87,45,18,7,14,48,0
9406,4703,106,105,32,23,8,7,48,1
9407,4704,170,108,38,29,6,8,48,1
9408,4704,301,88,40,27,5,14,48,0
9409,4705,13,106,43,27,8,11,48,1
9410,4705,73,76,45,19,2,10,48,0
9411,4706,261,100,48,16,8,15,48,0
9412,4706,10,111,50,23,2,15,48,1
9413,4707,187,100,43,24,4,12,48,1
9414,4707,165,70,37,21,4,12,48,0
9415,4708,300,83,40,23,3,5,48,0
9416,4708,251,114,38,27,3,8,48,1
9417,4709,489,118,39,29,2,15,48,1
9418,4709,349,106,45,21,2,15,48,0
9419,4710,346,100,35,26,6,8,48,1
9420,4710,63,76,49,24,2,6,48,0
9421,4711,160,118,37,29,8,10,48,1
9422,4711,355,112,42,26,2,15,48,0
9423,4712,134,109,40,18,3,8,48,1
9424,4712,418,93,31,24,6,11,48,0
9425,4713,5,120,38,19,7,6,48,1
9426,4713,455,101,36,23,2,5,48,0
9427,4714,314,73,41,15,3,6,48,0
9428,4714,333,107,40,29,4,12,48,1
9429,4715,348,81,30,15,2,6,48,0
9430,4715,39,118,36,22,7,6,48,1
9431,4716,301,120,35,22,2,14,48,1
9432,4716,328,78,48,25,5,15,48,0
9433,4717,149,99,41,27,3,15,48,1
9434,4717,499,81,30,24,4,6,48,0
9435,4718,45,91,35,17,2,7,48,0
9436,4718,353,111,34,16,7,5,48,1
9437,4719,249,80,50,17,3,10,48,0
9438,4719,188,99,39,27,8,8,48,1
9439,4720,76,85,31,27,5,11,48,1
9440,4720,67,82,31,21,3,11,48,0
9441,4721,453,93,36,25,8,8,48,0
9442,4721,494,110,45,27,5,9,48,1
9443,4722,454,82,33,23,7,9,48,0
9444,4722,107,99,49,29,6,15,48,1
9445,4723,395,99,49,22,3,15,48,0
9446,4723,180,106,50,29,2,15,48,1
9447,4724,89,103,32,16,6,6,48,1
9448,4724,219,94,44,16,2,15,48,0
9449,4725,224,97,43,16,4,5,48,1
9450,4725,253,93,50,24,2,12,48,0
9451,4726,212,72,47,17,8,12,48,0
9452,4726,44,108,43,22,7,14,48,1
9453,4727,394,99,34,15,7,13,48,1
9454,4727,127,80,30,22,7,14,48,0
9455,4728,307,81,50,29,2,6,48,0
9456,4728,174,104,34,15,8,10,48,1
9457,4729,456,87,33,16,4,12,48,0
9458,4729,147,103,35,26,3,9,48,1
9459,4730,209,83,35,17,6,5,48,1
9460,4730,78,79,43,17,5,8,48,0
9461,4731,88,114,49,24,6,13,48,1
9462,4731,295,113,35,25,2,13,48,0
9463,4732,393,97,45,26,6,12,48,1
9464,4732,485,73,49,30,4,14,48,0
9465,4733,26,108,49,19,4,9,48,1
9466,4733,236,103,43,23,6,5,48,0
9467,4734,482,117,44,26,5,9,48,1
9468,4734,112,86,30,23,4,9,48,0
9469,4735,323,116,37,24,7,15,48,1
9470,4735,129,101,44,18,8,6,48,0
9471,4736,237,104,42,21,7,15,48,1
9472,4736,214,97,31,24,8,5,48,0
9473,4737,6,117,45,26,3,6,48,1
9474,4737,368,111,44,28,3,11,48,0
9475,4738,315,97,33,30,6,9,48,1
9476,4738,369,86,31,18,5,15,48,0
9477,4739,328,96,41,15,8,13,48,1
9478,4739,478,94,40,28,6,12,48,0
9479,4740,136,89,36,25,6,7,48,0
9480,4740,473,100,45,28,2,9,48,1
9481,4741,337,105,48,30,7,9,48,1
9482,4741,189,83,50,18,7,10,48,0
9483,4742,130,79,36,24,4,7,48,1
9484,4742,294,75,43,27,6,13,48,0
9485,4743,253,115,47,16,4,9,48,1
9486,4743,19,103,48,25,8,7,48,0
9487,4744,324,89,30,21,2,12,48,0
9488,4744,280,91,44,22,2,6,48,1
9489,4745,206,88,31,15,3,5,48,1
9490,4745,270,76,43,18,7,15,48,0
9491,4746,412,95,37,27,4,7,48,1
9492,4746,397,79,37,21,6,8,48,0
9493,4747,228,90,33,26,3,10,48,1
9494,4747,309,72,33,21,8,13,48,0
9495,4748,399,117,41,25,5,5,48,1
9496,4748,465,115,30,25,3,6,48,0
9497,4749,172,74,47,21,3,8,48,0
9498,4749,12,74,32,16,6,8,48,1
9499,4750,175,108,44,28,7,15,48,1
9500,4750,206,103,42,25,3,5,48,0
9501,4751,430,113,49,16,3,12,48,1
9502,4751,418,101,33,25,4,12,48,0
9503,4752,330,88,38,19,4,10,48,0
9504,4752,434,117,45,19,8,12,48,1
9505,4753,485,90,43,16,4,11,48,1
9506,4753,325,74,42,27,2,5,48,0
9507,4754,97,79,34,27,3,5,48,1
9508,4754,411,76,48,27,8,7,48,0
9509,4755,86,101,30,17,8,9,48,0
9510,4755,422,105,34,16,5,10,48,1
9511,4756,440,78,45,22,5,12,48,0
9512,4756,473,89,32,28,2,12,48,1
9513,4757,322,111,42,15,5,13,48,1
9514,4757,341,105,45,15,5,15,48,0
9515,4758,196,92,41,20,7,15,48,0
9516,4758,129,111,37,21,5,14,48,1
9517,4759,25,116,42,22,8,15,48,1
9518,4759,203,92,40,30,4,12,48,0
9519,4760,314,90,42,18,7,6,48,1
9520,4760,277,76,50,27,7,11,48,0
9521,4761,460,115,44,21,2,11,48,1
9522,4761,372,105,42,15,2,11,48,0
9523,4762,315,86,39,19,5,11,48,0
9524,4762,181,116,45,16,6,12,48,1
9525,4763,283,74,35,30,8,15,48,0
9526,4763,231,84,31,21,4,10,48,1
9527,4764,180,114,40,19,4,7,48,0
9528,4764,134,119,35,27,2,7,48,1
9529,4765,489,77,47,20,7,5,48,0
9530,4765,298,98,31,15,6,7,48,1
9531,4766,474,88,50,17,8,13,48,0
9532,4766,305,95,38,29,6,9,48,1
9533,4767,122,105,40,29,4,14,48,1
9534,4767,84,85,43,27,3,9,48,0
9535,4768,221,94,49,28,5,13,48,1
9536,4768,63,84,36,16,7,6,48,0
9537,4769,248,118,49,15,4,9,48,1
9538,4769,173,107,31,21,3,15,48,0
9539,4770,318,82,49,25,3,12,48,0
9540,4770,313,106,40,21,2,15,48,1
9541,4771,335,91,38,18,8,11,48,0
9542,4771,44,115,34,24,7,14,48,1
9543,4772,351,92,30,26,5,11,48,0
9544,4772,98,93,47,27,7,8,48,1
9545,4773,432,88,45,28,3,8,48,0
9546,4773,204,103,43,29,5,6,48,1
9547,4774,11,82,31,22,4,15,48,0
9548,4774,482,117,49,23,4,11,48,1
9549,4775,68,80,43,26,6,13,48,0
9550,4775,42,81,43,19,4,12,48,1
9551,4776,447,110,36,28,3,12,48,1
9552,4776,54,79,38,24,4,9,48,0
9553,4777,338,97,43,15,5,9,48,1
9554,4777,27,95,31,17,7,15,48,0
9555,4778,376,99,42,30,8,12,48,0
9556,4778,82,103,50,18,2,5,48,1
9557,4779,314,91,37,16,8,15,48,1
9558,4779,426,90,44,23,8,11,48,0
9559,4780,370,73,43,27,2,10,48,0
9560,4780,214,80,42,21,3,15,48,1
9561,4781,405,105,46,26,5,6,48,1
9562,4781,418,82,38,25,6,5,48,0
9563,4782,76,80,31,23,2,13,48,1
9564,4782,462,76,37,15,7,6,48,0
9565,4783,84,80,34,29,4,9,48,0
9566,4783,91,113,33,21,7,7,48,1
9567,4784,182,77,36,17,6,7,48,0
9568,4784,142,81,47,29,7,5,48,1
9569,4785,25,86,40,30,4,12,48,0
9570,4785,320,108,43,20,2,9,48,1
9571,4786,47,90,32,17,4,6,48,0
9572,4786,7,90,37,26,2,12,48,1
9573,4787,306,72,45,21,4,13,48,0
9574,4787,310,118,48,18,3,13,48,1
9575,4788,233,73,46,19,6,10,48,0
9576,4788,414,78,46,27,2,13,48,1
9577,4789,406,105,48,27,5,14,48,1
9578,4789,13,82,47,18,2,14,48,0
9579,4790,453,78,39,16,5,14,48,0
9580,4790,405,119,46,24,2,9,48,1
9581,4791,346,100,38,18,6,7,48,1
9582,4791,182,97,44,26,5,14,48,0
9583,4792,83,84,40,24,6,13,48,0
9584,4792,139,95,45,21,6,12,48,1
9585,4793,64,114,44,17,2,14,48,1
9586,4793,385,105,35,16,3,14,48,0
9587,4794,382,87,47,17,8,9,48,1
9588,4794,436,72,44,27,6,7,48,0
9589,4795,117,99,48,30,5,14,48,0
9590,4795,319,104,40,22,7,5,48,1
9591,4796,463,110,32,16,3,6,48,1
9592,4796,58,82,33,29,3,15,48,0
9593,4797,227,106,39,16,8,14,48,1
9594,4797,49,71,46,24,7,12,48,0
9595,4798,159,118,34,19,2,10,48,1
9596,4798,346,107,50,24,8,7,48,0
9597,4799,361,73,46,26,4,12,48,0
9598,4799,122,99,32,17,5,12,48,1
9599,4800,228,73,31,20,3,5,48,0
9600,4800,212,81,38,23,2,8,48,1
9601,4801,84,85,30,16,4,12,48,1
9602,4801,108,78,47,24,8,5,48,0
9603,4802,303,76,34,16,3,12,48,0
9604,4802,251,106,32,23,7,12,48,1
9605,4803,101,108,49,21,8,6,48,1
9606,4803,227,80,34,18,2,11,48,0
9607,4804,324,76,42,18,5,11,48,0
9608,4804,485,99,41,20,8,15,48,1
9609,4805,364,102,32,19,6,15,48,1
9610,4805,440,99,37,20,3,7,48,0
9611,4806,44,71,34,19,4,15,48,0
9612,4806,200,90,37,19,4,11,48,1
9613,4807,357,95,43,17,2,6,48,0
9614,4807,284,114,43,28,3,12,48,1
9615,4808,462,90,47,18,7,11,48,0
9616,4808,344,98,49,25,7,7,48,1
9617,4809,44,99,34,23,6,7,48,0
9618,4809,235,108,35,29,2,5,48,1
9619,4810,121,79,43,28,7,10,48,0
9620,4810,127,89,37,28,8,12,48,1
9621,4811,328,93,30,18,5,10,48,0
9622,4811,235,103,38,21,3,10,48,1
9623,4812,398,102,32,20,4,8,48,0
9624,4812,204,114,46,29,3,8,48,1
9625,4813,314,78,42,29,6,14,48,0
9626,4813,181,88,32,30,7,8,48,1
9627,4814,279,86,33,24,4,5,48,0
9628,4814,159,90,40,30,7,13,48,1
9629,4815,58,111,35,22,8,6,48,1
9630,4815,32,104,44,19,2,11,48,0
9631,4816,330,72,49,22,2,15,48,0
9632,4816,209,86,42,30,6,13,48,1
9633,4817,195,77,35,18,6,12,48,0
9634,4817,475,103,35,21,4,9,48,1
9635,4818,439,79,47,21,2,14,48,0
9636,4818,494,81,47,15,5,6,48,1
9637,4819,222,71,31,23,7,5,48,0
9638,4819,225,93,49,17,6,11,48,1
9639,4820,449,84,46,23,2,10,48,0
9640,4820,397,113,35,27,3,5,48,1
9641,4821,182,111,38,28,4,12,48,1
9642,4821,387,82,39,25,4,9,48,0
9643,4822,468,114,30,21,5,12,48,1
9644,4822,255,105,30,26,8,11,48,0
9645,4823,382,70,39,17,6,14,48,0
9646,4823,236,119,38,28,6,14,48,1
9647,4824,481,90,44,20,2,14,48,0
9648,4824,485,111,49,19,4,14,48,1
9649,4825,239,83,36,30,5,8,48,0
9650,4825,83,91,50,29,2,12,48,1
9651,4826,254,114,48,25,8,6,48,1
9652,4826,53,79,48,18,4,10,48,0
9653,4827,277,119,48,24,8,15,48,1
9654,4827,448,74,47,30,8,7,48,0
9655,4828,380,83,32,27,8,8,48,0
9656,4828,167,108,41,20,7,10,48,1
9657,4829,57,73,47,15,5,9,48,0
9658,4829,485,98,38,17,5,5,48,1
9659,4830,19,74,43,18,5,6,48,0
9660,4830,73,102,34,23,7,9,48,1
9661,4831,202,85,43,23,7,15,48,0
9662,4831,141,95,34,18,5,6,48,1
9663,4832,296,72,45,22,2,5,48,0
9664,4832,452,102,34,23,4,11,48,1
9665,4833,201,111,37,19,5,9,48,1
9666,4833,97,75,47,18,4,12,48,0
9667,4834,323,92,35,16,5,14,48,1
9668,4834,118,88,34,28,7,8,48,0
9669,4835,173,86,39,22,2,7,48,0
9670,4835,259,109,33,24,8,14,48,1
9671,4836,188,117,48,30,2,13,48,0
9672,4836,384,118,38,23,6,15,48,1
9673,4837,387,106,46,16,4,13,48,0
9674,4837,376,112,31,26,3,15,48,1
9675,4838,350,107,31,17,3,9,48,0
9676,4838,380,118,46,29,7,14,48,1
9677,4839,174,77,32,23,3,5,48,1
9678,4839,378,71,49,26,8,14,48,0
9679,4840,475,104,40,21,4,8,48,1
9680,4840,119,86,42,22,5,7,48,0
9681,4841,462,110,41,20,7,7,48,1
9682,4841,300,102,34,18,8,7,48,0
9683,4842,45,101,33,16,7,7,48,0
9684,4842,229,103,40,22,6,10,48,1
9685,4843,499,111,39,22,8,13,48,1
9686,4843,109,85,31,21,4,11,48,0
9687,4844,281,76,45,26,4,9,48,0
9688,4844,368,86,49,26,6,14,48,1
9689,4845,475,75,32,15,4,14,48,0
9690,4845,43,84,41,23,8,5,48,1
9691,4846,56,97,41,26,5,10,48,0
9692,4846,45,98,30,18,3,12,48,1
9693,4847,486,82,49,23,6,6,48,1
9694,4847,385,75,47,29,5,7,48,0
9695,4848,28,71,46,25,4,7,48,0
9696,4848,178,86,38,19,5,13,48,1
9697,4849,458,77,40,25,5,6,48,0
9698,4849,92,83,38,22,2,13,48,1
9699,4850,260,105,50,29,4,5,48,1
9700,4850,57,91,46,19,7,6,48,0
9701,4851,281,72,43,27,2,11,48,0
9702,4851,423,83,43,29,3,5,48,1
9703,4852,92,103,35,23,7,11,48,0
9704,4852,304,120,32,28,3,13,48,1
9705,4853,386,105,44,27,8,10,48,1
9706,4853,99,75,32,26,5,12,48,0
9707,4854,350,88,50,18,8,12,48,0
9708,4854,455,97,33,19,3,13,48,1
9709,4855,197,90,31,19,5,7,48,0
9710,4855,118,94,41,22,6,13,48,1
9711,4856,118,102,30,25,2,12,48,1
9712,4856,28,71,44,15,3,15,48,0
9713,4857,246,92,46,17,5,10,48,1
9714,4857,468,77,32,21,5,9,48,0
9715,4858,40,87,39,24,2,13,48,1
9716,4858,127,84,32,20,8,6,48,0
9717,4859,190,100,44,15,3,10,48,0
9718,4859,62,118,40,17,6,11,48,1
9719,4860,207,94,37,18,6,9,48,1
9720,4860,175,78,44,23,7,15,48,0
9721,4861,189,116,47,19,6,15,48,1
9722,4861,115,82,39,26,7,13,48,0
9723,4862,89,72,44,29,3,12,48,0
9724,4862,92,85,49,21,5,9,48,1
9725,4863,23,114,47,26,4,15,48,1
9726,4863,161,79,46,28,8,5,48,0
9727,4864,390,87,30,27,3,7,48,1
9728,4864,329,81,42,27,4,12,48,0
9729,4865,124,86,34,15,7,12,48,0
9730,4865,423,108,44,16,2,13,48,1
9731,4866,366,92,37,24,7,13,48,0
9732,4866,238,120,32,25,3,13,48,1
9733,4867,19,92,42,25,4,15,48,1
9734,4867,79,80,50,15,7,8,48,0
9735,4868,6,96,41,17,8,15,48,0
9736,4868,273,114,39,15,8,13,48,1
9737,4869,421,93,49,25,2,5,48,0
9738,4869,299,107,34,29,4,6,48,1
9739,4870,296,85,36,28,6,5,48,1
9740,4870,128,79,47,19,5,8,48,0
9741,4871,419,106,44,26,3,7,48,0
9742,4871,302,119,33,23,8,11,48,1
9743,4872,292,78,37,24,2,15,48,0
9744,4872,465,94,48,23,8,14,48,1
9745,4873,432,118,50,27,8,8,48,1
9746,4873,487,93,35,28,2,10,48,0
9747,4874,309,77,41,17,2,12,48,1
9748,4874,448,71,38,27,2,11,48,0
9749,4875,70,105,45,15,4,12,48,1
9750,4875,375,77,36,30,2,9,48,0
9751,4876,220,93,42,16,7,9,48,1
9752,4876,45,77,44,21,3,5,48,0
9753,4877,395,106,49,23,3,6,48,0
9754,4877,447,118,31,27,4,10,48,1
9755,4878,151,76,45,24,4,5,48,0
9756,4878,229,86,45,18,7,13,48,1
9757,4879,178,82,40,24,8,14,48,0
9758,4879,233,113,31,27,3,8,48,1
9759,4880,313,85,43,20,3,12,48,1
9760,4880,161,70,46,22,5,13,48,0
9761,4881,445,107,46,22,7,7,48,0
9762,4881,338,109,39,28,4,14,48,1
9763,4882,299,93,38,26,2,14,48,0
9764,4882,96,96,46,20,6,6,48,1
9765,4883,340,115,33,22,4,12,48,0
9766,4883,478,115,42,28,2,8,48,1
9767,4884,491,70,36,17,3,10,48,0
9768,4884,406,85,49,24,8,13,48,1
9769,4885,425,88,50,29,5,11,48,1
9770,4885,341,85,37,22,8,8,48,0
9771,4886,143,107,44,15,4,9,48,1
9772,4886,467,87,49,20,6,8,48,0
9773,4887,211,99,50,25,2,15,48,0
9774,4887,45,100,34,21,4,13,48,1
9775,4888,355,101,30,29,8,7,48,0
9776,4888,223,105,45,23,7,15,48,1
9777,4889,76,103,48,22,6,10,48,0
9778,4889,203,115,44,25,8,14,48,1
9779,4890,278,104,49,25,2,13,48,1
9780,4890,341,101,43,27,6,5,48,0
9781,4891,438,110,32,17,7,11,48,1
9782,4891,334,96,49,30,4,11,48,0
9783,4892,62,96,31,30,2,11,48,1
9784,4892,334,85,42,26,7,12,48,0
9785,4893,287,96,37,30,3,8,48,0
9786,4893,161,118,37,23,5,14,48,1
9787,4894,428,111,45,15,4,10,48,0
9788,4894,410,111,34,24,8,6,48,1
9789,4895,379,116,46,21,3,12,48,1
9790,4895,301,90,39,22,3,6,48,0
9791,4896,319,117,34,22,7,7,48,1
9792,4896,364,106,43,22,8,15,48,0
9793,4897,105,95,43,22,5,11,48,1
9794,4897,490,93,30,21,6,5,48,0
9795,4898,148,78,40,16,8,15,48,0
9796,4898,384,107,37,24,6,13,48,1
9797,4899,298,105,42,26,5,8,48,1
9798,4899,369,70,33,26,3,13,48,0
9799,4900,448,71,31,17,2,9,48,0
9800,4900,388,108,32,18,5,8,48,1
9801,4901,97,106,40,25,8,6,48,1
9802,4901,467,76,41,28,4,5,48,0
9803,4902,277,70,43,15,8,6,48,0
9804,4902,266,92,33,21,4,6,48,1
9805,4903,56,109,43,23,6,9,48,1
9806,4903,206,73,33,22,7,7,48,0
9807,4904,384,120,47,29,3,12,48,1
9808,4904,303,113,30,24,2,13,48,0
9809,4905,429,83,36,25,4,5,48,0
9810,4905,483,105,48,19,6,9,48,1
9811,4906,185,97,47,15,2,13,48,1
9812,4906,486,73,47,26,6,9,48,0
9813,4907,87,104,33,29,4,9,48,0
9814,4907,386,107,49,24,2,11,48,1
9815,4908,217,117,31,15,5,12,48,1
9816,4908,346,70,34,26,2,10,48,0
9817,4909,498,107,31,18,3,6,48,1
9818,4909,333,92,50,21,4,7,48,0
9819,4910,331,75,49,19,3,11,48,0
9820,4910,380,97,32,26,8,11,48,1
9821,4911,310,85,45,23,8,11,48,1
9822,4911,395,75,30,18,7,8,48,0
9823,4912,196,101,39,26,7,9,48,1
9824,4912,483,76,31,17,4,5,48,0
9825,4913,483,73,50,17,7,9,48,0
9826,4913,267,120,37,24,5,13,48,1
9827,4914,49,120,37,16,6,14,48,1
9828,4914,296,115,46,26,4,14,48,0
9829,4915,183,100,48,30,6,14,48,1
9830,4915,45,72,41,19,4,14,48,0
9831,4916,341,103,31,17,8,9,48,0
9832,4916,344,111,35,16,8,14,48,1
9833,4917,62,91,30,17,7,7,48,0
9834,4917,106,110,33,18,4,11,48,1
9835,4918,188,76,45,15,3,12,48,1
9836,4918,445,73,36,29,5,13,48,0
9837,4919,338,95,49,22,6,13,48,0
9838,4919,16,115,47,25,7,8,48,1
9839,4920,144,108,44,20,8,12,48,1
9840,4920,254,101,40,17,6,13,48,0
9841,4921,95,80,37,17,8,12,48,0
9842,4921,83,87,46,20,6,5,48,1
9843,4922,306,117,44,20,3,7,48,1
9844,4922,353,89,38,20,8,15,48,0
9845,4923,484,115,41,22,8,12,48,1
9846,4923,270,106,34,17,4,15,48,0
